,precision,recall,f1-score,support
0,0.9350799907257129,0.9650634122995932,0.9498351389543099,4179.0
1,0.7032520325203252,0.5527156549520766,0.6189624329159213,626.0
accuracy,0.9113423517169615,0.9113423517169615,0.9113423517169615,0.9113423517169615
macro avg,0.819166011623019,0.758889533625835,0.7843987859351156,4805.0
weighted avg,0.9048772223934397,0.9113423517169615,0.9067287260552399,4805.0
