,loss,accuracy,val_loss,val_accuracy
0,0.46997949481010437,0.8683606386184692,0.47614991664886475,0.8697324991226196
1,0.4275900721549988,0.873907744884491,0.4191673696041107,0.8701798319816589
2,0.41014254093170166,0.8760550022125244,0.5253090858459473,0.8700903654098511
3,0.39154917001724243,0.8790074586868286,0.382576584815979,0.8802003860473633
4,0.3842363655567169,0.8815723061561584,1.2783596515655518,0.8695535659790039
5,0.3697170615196228,0.8830932378768921,0.533797025680542,0.8746532797813416
6,0.3650013208389282,0.8849422931671143,0.3729492425918579,0.8818108439445496
7,0.3566661775112152,0.8860755562782288,0.39883893728256226,0.8802898526191711
8,0.3496561646461487,0.889863133430481,0.4614778161048889,0.8800214529037476
9,0.3410555124282837,0.8904297351837158,1.389016032218933,0.37156662344932556
10,0.33638519048690796,0.8915928602218628,0.37991639971733093,0.880916178226471
11,0.3336387276649475,0.89212965965271,0.5506287217140198,0.8745638132095337
12,0.31993064284324646,0.895231306552887,0.6455016732215881,0.8720586895942688
13,0.31590911746025085,0.8971399664878845,0.7659067511558533,0.7626375555992126
14,0.2988545596599579,0.9020906090736389,0.3697725534439087,0.8831529021263123
15,0.2902644872665405,0.9035519361495972,0.4024375379085541,0.8744743466377258
16,0.28183725476264954,0.9065342545509338,0.4664885401725769,0.8829739689826965
17,0.2686799168586731,0.9089201092720032,0.5342181324958801,0.880916178226471
18,0.26064980030059814,0.9125286936759949,0.44619306921958923,0.8661537170410156
19,0.24821124970912933,0.9157496094703674,1.4222111701965332,0.8728638887405396
20,0.23942744731903076,0.9179266691207886,2.261293888092041,0.269571453332901
21,0.23589006066322327,0.9196862578392029,0.4484853148460388,0.8747427463531494
22,0.22226689755916595,0.9238913059234619,1.348740816116333,0.5361009240150452
23,0.21347203850746155,0.9266350269317627,0.5302699208259583,0.8575646281242371
24,0.2058994174003601,0.929557740688324,0.5082025527954102,0.8741164803504944
25,0.19449278712272644,0.932122528553009,0.7533473372459412,0.877963662147522
26,0.18936794996261597,0.9353732466697693,1.329313039779663,0.8759058713912964
27,0.1846122443675995,0.9371327757835388,0.7430566549301147,0.8232083916664124
28,0.1765374392271042,0.9383853673934937,0.6891716122627258,0.8122931122779846
29,0.1739153414964676,0.940622091293335,0.6301651000976562,0.832423746585846
30,0.20568828284740448,0.9367749094963074,0.6295060515403748,0.8351972699165344
31,0.2075663059949875,0.9303927421569824,1.2828140258789062,0.8611434102058411
32,0.16337083280086517,0.9435746073722839,0.9734915494918823,0.7680057287216187
33,0.16060881316661835,0.9453341960906982,1.0784090757369995,0.7238972783088684
34,0.1506473571062088,0.9493304491043091,0.7283177971839905,0.8724165558815002
35,0.1437821090221405,0.9515970349311829,1.0197672843933105,0.8698219656944275
36,0.1412508338689804,0.9529092311859131,0.7039764523506165,0.8742954134941101
37,0.15044228732585907,0.9500462412834167,1.772332787513733,0.5607050061225891
38,0.13758642971515656,0.9542214870452881,0.699701726436615,0.8693746328353882
39,0.13062824308872223,0.9556529521942139,0.7519368529319763,0.8669589161872864
40,0.12984338402748108,0.9566669464111328,0.7623365521430969,0.8585488200187683
41,0.12455575168132782,0.9576511383056641,1.5604327917099,0.8785899877548218
42,0.12069116532802582,0.9601264595985413,0.9964892268180847,0.8682115077972412
43,0.11242511123418808,0.9624228477478027,0.8676825761795044,0.8657063841819763
44,0.11889413744211197,0.9609913229942322,0.7275323867797852,0.8580119609832764
45,0.11193244159221649,0.962094783782959,0.7971835732460022,0.8578330278396606
46,0.10894738137722015,0.9631385803222656,0.801324725151062,0.8300080299377441
47,0.10865233093500137,0.9648087024688721,0.870110273361206,0.8614118099212646
48,0.1071762815117836,0.9651963710784912,1.4000247716903687,0.7162029147148132
49,0.10971325635910034,0.9650472402572632,0.8474107980728149,0.8733112812042236
50,0.10230017453432083,0.9669559597969055,0.9238466620445251,0.8428916335105896
51,0.09812811762094498,0.967462956905365,1.1418299674987793,0.8776952624320984
52,0.09758221358060837,0.9690137505531311,0.9620811343193054,0.8618592023849487
53,0.09803342074155807,0.9682085514068604,0.941520631313324,0.870806097984314
54,0.09865469485521317,0.9681190252304077,0.928176760673523,0.8719692230224609
55,0.096004419028759,0.9688646197319031,0.9289725422859192,0.8507649898529053
56,0.09528131783008575,0.9699382781982422,1.1741160154342651,0.8777847290039062
57,0.09022972732782364,0.9703856110572815,0.8525816202163696,0.8612328767776489
58,0.08771482110023499,0.9718768000602722,1.0560722351074219,0.8730428814888
59,0.08851756900548935,0.9723539352416992,0.9602840542793274,0.8738480806350708
60,0.08380353450775146,0.9727416634559631,1.0481085777282715,0.8339446783065796
61,0.08252090215682983,0.9737854599952698,1.118713140487671,0.8699114322662354
62,0.08615310490131378,0.9727714657783508,1.2904314994812012,0.853359580039978
63,0.08327159285545349,0.9737257957458496,1.1537410020828247,0.8742059469223022
64,0.08100400120019913,0.9739047288894653,1.6961647272109985,0.8794846534729004
